project_id,project_name,project_type,state,district,total_parcels,total_land_area_acres,total_affected_families,planned_completion_date,avg_historical_delay_rate,centroid_latitude,centroid_longitude,geom_wkt
PRJ-1133,Urban Flyover & Transit Hub 2,Urban Metro / Transit,Madhya Pradesh,Jabalpur,15,494.96,1621,2023-10-11,0.44,24.46807,77.857681,SRID=4326;POINT(77.857681 24.46807)
PRJ-1134,Tamil Nadu Inter-River Linking Canal Sector 2,Irrigation / Water Canal,Tamil Nadu,Kanchipuram,7,274.45,381,2026-05-04,0.433,11.126189,78.904462,SRID=4326;POINT(78.904462 11.126189)
PRJ-1135,Wind-Solar Hybrid Energy Grid 3,Renewable / Solar Park,Gujarat,Bharuch,8,227.16,278,2025-09-09,0.393,22.935919,71.447241,SRID=4326;POINT(71.447241 22.935919)
PRJ-1136,Jaipur Lift Irrigation Main Canal Reach 5,Irrigation / Water Canal,Rajasthan,Jaipur,12,601.92,620,2022-10-14,0.484,26.490353,73.798444,SRID=4326;POINT(73.798444 26.490353)
PRJ-1137,Bharatmala Economic Highway Ring 2,Highway / Expressway,Haryana,Faridabad,12,636.67,717,2023-09-09,0.386,29.219747,76.459337,SRID=4326;POINT(76.459337 29.219747)
PRJ-1138,Gurugram Ultra Mega Solar Park Unit 2,Renewable / Solar Park,Haryana,Gurugram,9,343.99,506,2026-01-08,0.387,29.357343,76.458838,SRID=4326;POINT(76.458838 29.357343)
PRJ-1139,NH-95 Four-Laning Bypass Section 2,Highway / Expressway,Maharashtra,Nagpur,8,420.59,433,2024-10-03,0.373,19.31075,76.298965,SRID=4326;POINT(76.298965 19.31075)
PRJ-1140,Maharashtra Inter-River Linking Canal Sector 5,Irrigation / Water Canal,Maharashtra,Nagpur,8,240.26,378,2023-08-20,0.381,19.286821,76.543205,SRID=4326;POINT(76.543205 19.286821)
PRJ-1141,NH-48 Four-Laning Bypass Section 5,Highway / Expressway,Madhya Pradesh,Ujjain,4,175.44,202,2024-10-30,0.371,24.355007,78.155888,SRID=4326;POINT(78.155888 24.355007)
PRJ-1142,Madhya Pradesh Integrated Industrial Township 1,Industrial Corridor / SEZ,Madhya Pradesh,Gwalior,13,592.59,771,2027-06-16,0.515,24.001408,78.011147,SRID=4326;POINT(78.011147 24.001408)
PRJ-1143,Gujarat Inter-River Linking Canal Sector 1,Irrigation / Water Canal,Gujarat,Rajkot,9,254.3,425,2024-12-10,0.454,22.590747,71.048436,SRID=4326;POINT(71.048436 22.590747)
PRJ-1144,Urban Flyover & Transit Hub 5,Urban Metro / Transit,Uttar Pradesh,Noida,9,354.76,1223,2026-01-13,0.442,27.345771,81.636721,SRID=4326;POINT(81.636721 27.345771)
PRJ-1145,Urban Flyover & Transit Hub 4,Urban Metro / Transit,Tamil Nadu,Tiruchirappalli,16,717.26,2062,2024-06-07,0.372,11.27453,78.893843,SRID=4326;POINT(78.893843 11.27453)
PRJ-1146,Dharwad Multi-Modal Logistics Park 4,Industrial Corridor / SEZ,Karnataka,Dharwad,13,497.24,543,2025-10-19,0.443,14.719132,75.90891,SRID=4326;POINT(75.90891 14.719132)
PRJ-1147,Wind-Solar Hybrid Energy Grid 3,Renewable / Solar Park,Andhra Pradesh,Nellore,4,200.03,258,2024-01-23,0.386,15.693875,79.930817,SRID=4326;POINT(79.930817 15.693875)
PRJ-1148,NH-67 Four-Laning Bypass Section 1,Highway / Expressway,Gujarat,Ahmedabad,10,398.36,481,2025-04-24,0.428,22.385773,71.519583,SRID=4326;POINT(71.519583 22.385773)
PRJ-1149,Wind-Solar Hybrid Energy Grid 1,Renewable / Solar Park,Madhya Pradesh,Ujjain,7,344.41,449,2026-01-31,0.392,24.734088,77.523999,SRID=4326;POINT(77.523999 24.734088)
PRJ-1150,Suburban Commuter Rapid Transit Line 3,Urban Metro / Transit,Maharashtra,Thane,9,210.37,613,2024-07-27,0.471,19.464748,76.800518,SRID=4326;POINT(76.800518 19.464748)
PRJ-1151,Wind-Solar Hybrid Energy Grid 3,Renewable / Solar Park,Karnataka,Bengaluru Rural,15,563.45,805,2025-12-20,0.378,14.742642,76.110011,SRID=4326;POINT(76.110011 14.742642)
PRJ-1152,Urban Flyover & Transit Hub 5,Urban Metro / Transit,Madhya Pradesh,Ujjain,9,279.23,886,2024-10-11,0.365,23.841981,78.164822,SRID=4326;POINT(78.164822 23.841981)
PRJ-1153,Salem Ultra Mega Solar Park Unit 2,Renewable / Solar Park,Tamil Nadu,Salem,10,329.7,432,2026-11-14,0.51,11.353918,78.365183,SRID=4326;POINT(78.365183 11.353918)
PRJ-1154,Command Area Distribution Network 2,Irrigation / Water Canal,Maharashtra,Pune,14,765.97,1099,2026-01-19,0.431,19.650473,75.739306,SRID=4326;POINT(75.739306 19.650473)
PRJ-1155,Andhra Pradesh Inter-River Linking Canal Sector 5,Irrigation / Water Canal,Andhra Pradesh,Guntur,13,461.17,689,2022-06-15,0.493,16.519462,80.95306,SRID=4326;POINT(80.95306 16.519462)
PRJ-1156,Gurugram Lift Irrigation Main Canal Reach 3,Irrigation / Water Canal,Haryana,Gurugram,7,764.55,1172,2026-11-15,0.435,29.557205,76.682225,SRID=4326;POINT(76.682225 29.557205)
PRJ-1157,Industrial Rail Siding Network 1,Railway & Freight Corridor,Odisha,Angul,9,497.82,658,2027-01-04,0.388,20.730497,85.683998,SRID=4326;POINT(85.683998 20.730497)
PRJ-1158,Urban Flyover & Transit Hub 3,Urban Metro / Transit,Haryana,Karnal,10,348.79,851,2023-09-14,0.436,28.998323,76.217589,SRID=4326;POINT(76.217589 28.998323)
PRJ-1159,Nagpur Ultra Mega Solar Park Unit 2,Renewable / Solar Park,Maharashtra,Nagpur,8,659.1,903,2024-06-10,0.367,19.683634,77.197418,SRID=4326;POINT(77.197418 19.683634)
PRJ-1160,Rajasthan Dedicated High-Speed Rail Segment 4,Railway & Freight Corridor,Rajasthan,Kota,11,510.02,651,2025-08-02,0.406,26.954141,73.624291,SRID=4326;POINT(73.624291 26.954141)
PRJ-1161,Andhra Pradesh Integrated Industrial Township 1,Industrial Corridor / SEZ,Andhra Pradesh,Visakhapatnam,8,299.07,550,2023-06-19,0.395,16.267855,80.331915,SRID=4326;POINT(80.331915 16.267855)
PRJ-1162,Suburban Commuter Rapid Transit Line 4,Urban Metro / Transit,Haryana,Karnal,8,675.41,1836,2023-05-29,0.422,29.417868,76.52823,SRID=4326;POINT(76.52823 29.417868)
PRJ-1163,Uttar Pradesh Integrated Industrial Township 3,Industrial Corridor / SEZ,Uttar Pradesh,Agra,9,418.81,576,2026-04-29,0.534,26.626369,82.066075,SRID=4326;POINT(82.066075 26.626369)
PRJ-1164,Karnal Metro Rail Extension Corridor 4,Urban Metro / Transit,Haryana,Karnal,8,366.25,1069,2024-09-29,0.456,29.019445,76.227424,SRID=4326;POINT(76.227424 29.019445)
PRJ-1165,Kutch Lift Irrigation Main Canal Reach 5,Irrigation / Water Canal,Gujarat,Kutch,12,486.63,681,2025-04-02,0.379,22.414973,71.073759,SRID=4326;POINT(71.073759 22.414973)
PRJ-1166,Uttar Pradesh Green Express Corridor Phase 3,Highway / Expressway,Uttar Pradesh,Varanasi,9,602.02,875,2025-08-06,0.37,26.641419,81.952444,SRID=4326;POINT(81.952444 26.641419)
PRJ-1167,Aviation Logistics Runway Package 4,Airport Infrastructure,Gujarat,Surat,12,487.33,1160,2027-09-08,0.451,22.765199,70.791044,SRID=4326;POINT(70.791044 22.765199)
PRJ-1168,Aviation Logistics Runway Package 3,Airport Infrastructure,Haryana,Panipat,10,434.28,1035,2026-05-13,0.444,29.400967,76.470002,SRID=4326;POINT(76.470002 29.400967)
PRJ-1169,Salem Metro Rail Extension Corridor 3,Urban Metro / Transit,Tamil Nadu,Salem,5,132.67,495,2023-08-20,0.491,11.135532,78.132406,SRID=4326;POINT(78.132406 11.135532)
PRJ-1170,Maharashtra Clean Energy Hub Sector 1,Renewable / Solar Park,Maharashtra,Pune,10,320.07,363,2027-03-09,0.416,19.260441,77.487899,SRID=4326;POINT(77.487899 19.260441)
PRJ-1171,Aviation Logistics Runway Package 2,Airport Infrastructure,Maharashtra,Nashik,10,514.43,1507,2025-11-07,0.464,19.748013,76.08316,SRID=4326;POINT(76.08316 19.748013)
PRJ-1172,Jaipur Cargo Terminal Expansion 1,Airport Infrastructure,Rajasthan,Jaipur,12,301.08,906,2025-01-01,0.454,26.316224,73.579627,SRID=4326;POINT(73.579627 26.316224)
PRJ-1173,Urban Flyover & Transit Hub 5,Urban Metro / Transit,Rajasthan,Kota,8,359.62,868,2025-07-10,0.539,26.655562,74.352356,SRID=4326;POINT(74.352356 26.655562)
PRJ-1174,Command Area Distribution Network 1,Irrigation / Water Canal,Odisha,Angul,13,872.49,1132,2023-12-27,0.409,20.447464,85.160512,SRID=4326;POINT(85.160512 20.447464)
PRJ-1175,Wind-Solar Hybrid Energy Grid 5,Renewable / Solar Park,Odisha,Angul,8,239.25,296,2025-12-29,0.448,20.919031,85.292914,SRID=4326;POINT(85.292914 20.919031)
PRJ-1176,Wind-Solar Hybrid Energy Grid 4,Renewable / Solar Park,Uttar Pradesh,Noida,9,559.27,572,2023-06-07,0.552,26.536169,80.41276,SRID=4326;POINT(80.41276 26.536169)
PRJ-1177,Command Area Distribution Network 5,Irrigation / Water Canal,Andhra Pradesh,Krishna,12,441.29,436,2025-09-30,0.42,16.534188,80.590379,SRID=4326;POINT(80.590379 16.534188)
PRJ-1178,Andhra Pradesh Dedicated High-Speed Rail Segment 3,Railway & Freight Corridor,Andhra Pradesh,Guntur,7,187.93,236,2023-09-10,0.467,15.643175,80.515066,SRID=4326;POINT(80.515066 15.643175)
PRJ-1179,Vadodara Greenfield International Airport Phase 5,Airport Infrastructure,Gujarat,Vadodara,9,334.4,1049,2024-08-04,0.419,22.798095,71.820163,SRID=4326;POINT(71.820163 22.798095)
PRJ-1180,Agra Multi-Modal Logistics Park 2,Industrial Corridor / SEZ,Uttar Pradesh,Agra,5,310.39,346,2024-01-28,0.479,26.310125,81.318191,SRID=4326;POINT(81.318191 26.310125)
PRJ-1181,Command Area Distribution Network 2,Irrigation / Water Canal,Odisha,Angul,7,658.78,677,2026-03-29,0.463,20.813352,85.189254,SRID=4326;POINT(85.189254 20.813352)
PRJ-1182,Western Freight Corridor Spur Line 4,Railway & Freight Corridor,Karnataka,Kalaburagi,11,374.92,547,2026-02-12,0.474,14.643521,76.441081,SRID=4326;POINT(76.441081 14.643521)
PRJ-1183,Udaipur Cargo Terminal Expansion 5,Airport Infrastructure,Rajasthan,Udaipur,15,518.32,1741,2025-10-17,0.396,26.503204,73.754287,SRID=4326;POINT(73.754287 26.503204)
PRJ-1184,Faridabad Cargo Terminal Expansion 1,Airport Infrastructure,Haryana,Faridabad,8,372.06,1001,2026-09-01,0.353,29.178498,76.256465,SRID=4326;POINT(76.256465 29.178498)
PRJ-1185,Bhopal Ultra Mega Solar Park Unit 2,Renewable / Solar Park,Madhya Pradesh,Bhopal,7,409.34,503,2026-11-26,0.502,23.885319,78.661451,SRID=4326;POINT(78.661451 23.885319)
PRJ-1186,Surat Cargo Terminal Expansion 3,Airport Infrastructure,Gujarat,Surat,11,619.82,1757,2026-06-10,0.383,22.118075,71.577204,SRID=4326;POINT(71.577204 22.118075)
PRJ-1187,Krishna Multi-Modal Logistics Park 3,Industrial Corridor / SEZ,Andhra Pradesh,Krishna,8,382.58,425,2024-03-30,0.328,17.265565,80.241561,SRID=4326;POINT(80.241561 17.265565)
PRJ-1188,Andhra Pradesh Dedicated High-Speed Rail Segment 3,Railway & Freight Corridor,Andhra Pradesh,Krishna,11,508.46,535,2025-03-19,0.482,15.447997,81.469396,SRID=4326;POINT(81.469396 15.447997)
PRJ-1189,Haryana Green Express Corridor Phase 3,Highway / Expressway,Haryana,Gurugram,10,234.36,318,2025-06-08,0.399,29.332681,76.582904,SRID=4326;POINT(76.582904 29.332681)
PRJ-1190,NH-58 Four-Laning Bypass Section 2,Highway / Expressway,Madhya Pradesh,Jabalpur,8,402.28,461,2023-03-13,0.439,24.101253,77.766494,SRID=4326;POINT(77.766494 24.101253)
PRJ-1191,Haryana Green Express Corridor Phase 4,Highway / Expressway,Haryana,Karnal,16,794.09,1096,2024-06-27,0.428,29.217626,76.329379,SRID=4326;POINT(76.329379 29.217626)
PRJ-1192,Karnataka Clean Energy Hub Sector 1,Renewable / Solar Park,Karnataka,Mysuru,12,532.78,583,2025-06-18,0.456,14.344815,76.311168,SRID=4326;POINT(76.311168 14.344815)
PRJ-1193,Prayagraj Lift Irrigation Main Canal Reach 5,Irrigation / Water Canal,Uttar Pradesh,Prayagraj,6,161.07,205,2024-02-19,0.459,26.922834,81.370229,SRID=4326;POINT(81.370229 26.922834)
PRJ-1194,NH-25 Four-Laning Bypass Section 4,Highway / Expressway,Madhya Pradesh,Ujjain,8,610.19,764,2025-06-25,0.42,24.547232,77.264392,SRID=4326;POINT(77.264392 24.547232)
PRJ-1195,Visakhapatnam Ultra Mega Solar Park Unit 1,Renewable / Solar Park,Andhra Pradesh,Visakhapatnam,13,604.49,742,2025-02-24,0.485,16.527281,80.479558,SRID=4326;POINT(80.479558 16.527281)
PRJ-1196,Aviation Logistics Runway Package 2,Airport Infrastructure,Madhya Pradesh,Gwalior,9,347.05,942,2026-03-24,0.396,24.429797,78.055112,SRID=4326;POINT(78.055112 24.429797)
PRJ-1197,Bharuch Cargo Terminal Expansion 1,Airport Infrastructure,Gujarat,Bharuch,10,499.13,1335,2023-08-18,0.359,22.940717,72.089823,SRID=4326;POINT(72.089823 22.940717)
PRJ-1198,Wind-Solar Hybrid Energy Grid 4,Renewable / Solar Park,Maharashtra,Thane,5,177.97,289,2027-02-23,0.537,19.077232,76.500876,SRID=4326;POINT(76.500876 19.077232)
PRJ-1199,Belagavi Ultra Mega Solar Park Unit 3,Renewable / Solar Park,Karnataka,Belagavi,13,760.43,1080,2023-07-28,0.49,14.920781,76.572569,SRID=4326;POINT(76.572569 14.920781)
PRJ-1200,Kota Ultra Mega Solar Park Unit 4,Renewable / Solar Park,Rajasthan,Kota,7,389.09,546,2024-12-01,0.533,25.553794,73.137597,SRID=4326;POINT(73.137597 25.553794)
PRJ-1201,Odisha Integrated Industrial Township 2,Industrial Corridor / SEZ,Odisha,Khurda,14,548.05,642,2024-08-23,0.472,20.50675,85.225054,SRID=4326;POINT(85.225054 20.50675)
PRJ-1202,Andhra Pradesh Clean Energy Hub Sector 5,Renewable / Solar Park,Andhra Pradesh,Guntur,15,849.9,980,2024-12-08,0.35,16.294569,81.02339,SRID=4326;POINT(81.02339 16.294569)
PRJ-1203,Rajasthan Inter-River Linking Canal Sector 5,Irrigation / Water Canal,Rajasthan,Jaipur,9,518.93,668,2025-01-22,0.472,25.875257,74.19095,SRID=4326;POINT(74.19095 25.875257)
PRJ-1204,Gujarat Inter-River Linking Canal Sector 3,Irrigation / Water Canal,Gujarat,Bharuch,8,352.0,431,2024-09-18,0.455,22.714435,70.826089,SRID=4326;POINT(70.826089 22.714435)
PRJ-1205,Rajasthan Dedicated High-Speed Rail Segment 2,Railway & Freight Corridor,Rajasthan,Jaipur,4,314.65,333,2024-08-20,0.426,25.405271,74.899321,SRID=4326;POINT(74.899321 25.405271)
PRJ-1206,Haryana Inter-River Linking Canal Sector 3,Irrigation / Water Canal,Haryana,Faridabad,9,612.45,793,2025-07-08,0.44,28.818023,76.787746,SRID=4326;POINT(76.787746 28.818023)
PRJ-1207,DMIC Special Investment Region Node 3,Industrial Corridor / SEZ,Madhya Pradesh,Gwalior,14,908.18,1212,2022-08-02,0.383,23.677829,78.581382,SRID=4326;POINT(78.581382 23.677829)
PRJ-1208,Rajasthan Integrated Industrial Township 1,Industrial Corridor / SEZ,Rajasthan,Alwar,16,568.35,774,2025-07-21,0.4,26.218875,73.837126,SRID=4326;POINT(73.837126 26.218875)
PRJ-1209,Haryana Inter-River Linking Canal Sector 2,Irrigation / Water Canal,Haryana,Panipat,11,491.34,763,2023-08-10,0.523,29.225536,76.779741,SRID=4326;POINT(76.779741 29.225536)
PRJ-1210,Aviation Logistics Runway Package 3,Airport Infrastructure,Rajasthan,Jaipur,9,221.03,558,2023-07-12,0.41,26.070915,74.630484,SRID=4326;POINT(74.630484 26.070915)
PRJ-1211,Command Area Distribution Network 2,Irrigation / Water Canal,Tamil Nadu,Coimbatore,8,355.03,529,2023-06-29,0.414,11.250295,78.170426,SRID=4326;POINT(78.170426 11.250295)
PRJ-1212,NH-93 Four-Laning Bypass Section 5,Highway / Expressway,Karnataka,Dharwad,10,521.95,593,2026-03-12,0.383,15.320464,76.2192,SRID=4326;POINT(76.2192 15.320464)
PRJ-1213,Uttar Pradesh Green Express Corridor Phase 3,Highway / Expressway,Uttar Pradesh,Agra,7,233.52,311,2026-11-07,0.528,26.161519,80.885103,SRID=4326;POINT(80.885103 26.161519)
PRJ-1214,Western Freight Corridor Spur Line 1,Railway & Freight Corridor,Haryana,Gurugram,8,444.92,656,2026-11-04,0.435,29.655549,76.289152,SRID=4326;POINT(76.289152 29.655549)
PRJ-1215,Command Area Distribution Network 2,Irrigation / Water Canal,Uttar Pradesh,Agra,9,232.58,262,2025-11-23,0.404,26.247525,80.811597,SRID=4326;POINT(80.811597 26.247525)
PRJ-1216,Western Freight Corridor Spur Line 2,Railway & Freight Corridor,Gujarat,Kutch,13,686.05,951,2025-11-26,0.391,22.174568,71.203863,SRID=4326;POINT(71.203863 22.174568)
PRJ-1217,Gwalior Greenfield International Airport Phase 3,Airport Infrastructure,Madhya Pradesh,Gwalior,9,279.92,774,2025-01-24,0.403,23.976113,78.390657,SRID=4326;POINT(78.390657 23.976113)
PRJ-1218,Bharatmala Economic Highway Ring 2,Highway / Expressway,Haryana,Hisar,7,389.12,383,2024-12-20,0.48,28.974896,76.632191,SRID=4326;POINT(76.632191 28.974896)
PRJ-1219,Aviation Logistics Runway Package 1,Airport Infrastructure,Haryana,Panipat,8,692.29,2260,2023-09-03,0.382,29.424071,76.588192,SRID=4326;POINT(76.588192 29.424071)
PRJ-1220,Aviation Logistics Runway Package 4,Airport Infrastructure,Tamil Nadu,Coimbatore,3,136.91,304,2024-03-01,0.589,11.57541,79.002681,SRID=4326;POINT(79.002681 11.57541)
PRJ-1221,Salem Multi-Modal Logistics Park 4,Industrial Corridor / SEZ,Tamil Nadu,Salem,8,566.84,652,2025-04-24,0.402,10.814327,79.003433,SRID=4326;POINT(79.003433 10.814327)
PRJ-1222,DMIC Special Investment Region Node 4,Industrial Corridor / SEZ,Uttar Pradesh,Kanpur,10,369.52,458,2025-08-20,0.524,26.95907,80.021751,SRID=4326;POINT(80.021751 26.95907)
PRJ-1223,Guntur Multi-Modal Logistics Park 3,Industrial Corridor / SEZ,Andhra Pradesh,Guntur,12,571.25,787,2023-09-28,0.445,16.243882,81.040135,SRID=4326;POINT(81.040135 16.243882)
PRJ-1224,Vadodara Multi-Modal Logistics Park 2,Industrial Corridor / SEZ,Gujarat,Vadodara,8,324.79,548,2024-02-02,0.42,22.635185,70.674408,SRID=4326;POINT(70.674408 22.635185)
PRJ-1225,Sundargarh Greenfield International Airport Phase 3,Airport Infrastructure,Odisha,Sundargarh,12,241.78,652,2024-10-04,0.438,20.980833,85.415207,SRID=4326;POINT(85.415207 20.980833)
PRJ-1226,DMIC Special Investment Region Node 3,Industrial Corridor / SEZ,Rajasthan,Alwar,7,206.39,348,2023-07-15,0.464,25.808464,73.735392,SRID=4326;POINT(73.735392 25.808464)
PRJ-1227,Industrial Rail Siding Network 3,Railway & Freight Corridor,Rajasthan,Jodhpur,14,562.21,640,2024-01-17,0.412,26.133101,73.294796,SRID=4326;POINT(73.294796 26.133101)
PRJ-1228,Udaipur Metro Rail Extension Corridor 1,Urban Metro / Transit,Rajasthan,Udaipur,10,784.31,1917,2024-06-01,0.433,25.467084,73.586758,SRID=4326;POINT(73.586758 25.467084)
PRJ-1229,NH-92 Four-Laning Bypass Section 1,Highway / Expressway,Odisha,Angul,14,779.39,1022,2024-04-08,0.476,20.88236,85.208647,SRID=4326;POINT(85.208647 20.88236)
PRJ-1230,Suburban Commuter Rapid Transit Line 5,Urban Metro / Transit,Gujarat,Rajkot,7,511.67,1650,2023-04-11,0.486,22.198251,71.378441,SRID=4326;POINT(71.378441 22.198251)
PRJ-1231,Suburban Commuter Rapid Transit Line 2,Urban Metro / Transit,Andhra Pradesh,Guntur,10,525.73,1656,2025-10-18,0.436,15.891649,81.089851,SRID=4326;POINT(81.089851 15.891649)
PRJ-1232,Maharashtra Inter-River Linking Canal Sector 4,Irrigation / Water Canal,Maharashtra,Nagpur,15,627.06,661,2026-08-29,0.416,19.396212,75.942216,SRID=4326;POINT(75.942216 19.396212)
PRJ-1233,Suburban Commuter Rapid Transit Line 2,Urban Metro / Transit,Uttar Pradesh,Noida,9,478.11,1548,2026-03-13,0.514,26.61612,80.584246,SRID=4326;POINT(80.584246 26.61612)
PRJ-1234,Madhya Pradesh Integrated Industrial Township 5,Industrial Corridor / SEZ,Madhya Pradesh,Ujjain,8,318.24,403,2025-12-16,0.38,23.951775,78.827657,SRID=4326;POINT(78.827657 23.951775)
PRJ-1235,Suburban Commuter Rapid Transit Line 1,Urban Metro / Transit,Gujarat,Rajkot,3,110.28,350,2027-01-03,0.287,22.327682,72.249839,SRID=4326;POINT(72.249839 22.327682)
PRJ-1236,Faridabad Lift Irrigation Main Canal Reach 5,Irrigation / Water Canal,Haryana,Faridabad,7,290.86,346,2025-06-16,0.401,29.311984,76.490466,SRID=4326;POINT(76.490466 29.311984)
PRJ-1237,Aviation Logistics Runway Package 2,Airport Infrastructure,Odisha,Sundargarh,14,618.38,2044,2023-06-26,0.397,21.054268,85.565624,SRID=4326;POINT(85.565624 21.054268)
PRJ-1238,Western Freight Corridor Spur Line 2,Railway & Freight Corridor,Andhra Pradesh,Nellore,12,762.86,888,2026-02-25,0.381,16.487949,80.36823,SRID=4326;POINT(80.36823 16.487949)
PRJ-1239,Industrial Rail Siding Network 3,Railway & Freight Corridor,Uttar Pradesh,Agra,8,560.48,626,2026-09-19,0.521,26.929832,80.513385,SRID=4326;POINT(80.513385 26.929832)
PRJ-1240,Suburban Commuter Rapid Transit Line 3,Urban Metro / Transit,Madhya Pradesh,Gwalior,6,190.5,661,2026-01-18,0.471,24.04947,78.193351,SRID=4326;POINT(78.193351 24.04947)
PRJ-1241,Western Freight Corridor Spur Line 3,Railway & Freight Corridor,Madhya Pradesh,Gwalior,13,503.83,753,2026-06-08,0.42,24.191581,78.307355,SRID=4326;POINT(78.307355 24.191581)
PRJ-1242,Gwalior Ultra Mega Solar Park Unit 5,Renewable / Solar Park,Madhya Pradesh,Gwalior,7,394.77,460,2026-07-15,0.355,24.632344,78.623009,SRID=4326;POINT(78.623009 24.632344)
PRJ-1243,NH-64 Four-Laning Bypass Section 1,Highway / Expressway,Uttar Pradesh,Noida,9,429.24,746,2027-03-14,0.435,26.68669,80.715976,SRID=4326;POINT(80.715976 26.68669)
PRJ-1244,Aviation Logistics Runway Package 3,Airport Infrastructure,Karnataka,Mysuru,6,159.82,461,2025-11-23,0.381,15.061692,76.158187,SRID=4326;POINT(76.158187 15.061692)
PRJ-1245,Haryana Dedicated High-Speed Rail Segment 5,Railway & Freight Corridor,Haryana,Faridabad,9,712.71,889,2024-03-02,0.519,29.441857,76.419021,SRID=4326;POINT(76.419021 29.441857)
PRJ-1246,Bharatmala Economic Highway Ring 2,Highway / Expressway,Andhra Pradesh,Nellore,4,190.14,238,2024-11-19,0.49,16.211452,80.985115,SRID=4326;POINT(80.985115 16.211452)
PRJ-1247,Jodhpur Cargo Terminal Expansion 3,Airport Infrastructure,Rajasthan,Jodhpur,10,442.83,914,2023-10-01,0.383,25.962856,74.555203,SRID=4326;POINT(74.555203 25.962856)
PRJ-1248,Command Area Distribution Network 1,Irrigation / Water Canal,Karnataka,Kalaburagi,14,775.36,1145,2026-04-12,0.434,15.411929,75.87034,SRID=4326;POINT(75.87034 15.411929)
PRJ-1249,Rajasthan Inter-River Linking Canal Sector 1,Irrigation / Water Canal,Rajasthan,Jodhpur,6,394.81,547,2025-02-05,0.526,27.047358,73.90809,SRID=4326;POINT(73.90809 27.047358)
PRJ-1250,Andhra Pradesh Integrated Industrial Township 5,Industrial Corridor / SEZ,Andhra Pradesh,Guntur,11,538.29,810,2026-08-26,0.434,16.191492,79.986455,SRID=4326;POINT(79.986455 16.191492)
PRJ-1251,Rajasthan Dedicated High-Speed Rail Segment 3,Railway & Freight Corridor,Rajasthan,Udaipur,12,604.06,894,2026-05-18,0.548,26.366352,73.312019,SRID=4326;POINT(73.312019 26.366352)
PRJ-1252,Maharashtra Clean Energy Hub Sector 5,Renewable / Solar Park,Maharashtra,Solapur,8,331.14,528,2025-08-12,0.462,19.086179,75.971121,SRID=4326;POINT(75.971121 19.086179)
PRJ-1253,Suburban Commuter Rapid Transit Line 1,Urban Metro / Transit,Odisha,Jajpur,9,185.6,537,2023-07-06,0.355,20.725958,85.442553,SRID=4326;POINT(85.442553 20.725958)
PRJ-1254,NH-50 Four-Laning Bypass Section 4,Highway / Expressway,Andhra Pradesh,Krishna,6,296.55,430,2026-03-16,0.592,15.978246,81.300263,SRID=4326;POINT(81.300263 15.978246)
PRJ-1255,NH-50 Four-Laning Bypass Section 3,Highway / Expressway,Haryana,Hisar,14,453.04,580,2024-02-23,0.404,29.190716,76.449727,SRID=4326;POINT(76.449727 29.190716)
PRJ-1256,Tamil Nadu Integrated Industrial Township 5,Industrial Corridor / SEZ,Tamil Nadu,Coimbatore,8,340.7,392,2023-11-21,0.467,10.874559,78.807806,SRID=4326;POINT(78.807806 10.874559)
PRJ-1257,Haryana Dedicated High-Speed Rail Segment 4,Railway & Freight Corridor,Haryana,Faridabad,7,284.15,276,2027-01-06,0.396,29.720195,76.457546,SRID=4326;POINT(76.457546 29.720195)
PRJ-1258,Odisha Integrated Industrial Township 2,Industrial Corridor / SEZ,Odisha,Cuttack,11,486.97,686,2024-03-08,0.464,21.018729,85.224971,SRID=4326;POINT(85.224971 21.018729)
PRJ-1259,Visakhapatnam Metro Rail Extension Corridor 1,Urban Metro / Transit,Andhra Pradesh,Visakhapatnam,13,640.92,1737,2024-03-19,0.531,16.242257,80.007856,SRID=4326;POINT(80.007856 16.242257)
PRJ-1260,Aviation Logistics Runway Package 4,Airport Infrastructure,Uttar Pradesh,Noida,6,314.07,836,2025-05-02,0.382,26.431347,80.954184,SRID=4326;POINT(80.954184 26.431347)
