project_id,parcel_id,project_name,project_type,state,district,land_area_acres,affected_families,ownership_complexity,documentation_completeness,legal_dispute,compensation_status,compensation_pending_days,notification_status,approval_status,approval_processing_days,rehabilitation_progress,possession_status,stakeholder_responsiveness,administrative_processing_days,historical_delay_rate,planned_completion_date,actual_completion_date,delay_days,delay_status,latitude,longitude,geom_wkt,legal_dispute_bool
PRJ-1059,PCL-10429,Bharatmala Economic Highway Ring 2,Highway / Expressway,Madhya Pradesh,Jabalpur,6.36,2,High,0.77,0,Fully Disbursed,0,Award Declared (Sec 23),Approved,31,0.51,Initial Stage (<30%),Moderate,270,0.5,2026-07-14,2026-07-26,12,0,22.676569,77.868612,SRID=4326;POINT(77.868612 22.676569),False
PRJ-1126,PCL-10430,Uttar Pradesh Clean Energy Hub Sector 4,Renewable / Solar Park,Uttar Pradesh,Lucknow,53.49,97,High,0.51,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Approved,77,0.36,Full Possession,High / Cooperative,348,0.673,2024-09-28,2025-02-02,127,1,25.657041,78.166057,SRID=4326;POINT(78.166057 25.657041),False
PRJ-1190,PCL-10431,NH-58 Four-Laning Bypass Section 2,Highway / Expressway,Madhya Pradesh,Jabalpur,94.76,185,Very High,0.5,0,Pending Disbursal,123,Preliminary Notification (Sec 11),Approved,36,0.48,Initial Stage (<30%),Hostile / Legal Injunction,298,0.85,2023-03-13,2024-05-10,424,1,25.611746,79.279816,SRID=4326;POINT(79.279816 25.611746),False
PRJ-1099,PCL-10432,Bharatmala Economic Highway Ring 3,Highway / Expressway,Haryana,Hisar,15.61,13,Medium,0.79,0,Partially Disbursed,180,Declaration Published (Sec 19),Pending Environmental Clearance,177,0.65,Full Possession,Moderate,261,0.541,2023-08-29,2024-04-09,224,1,29.328131,76.869272,SRID=4326;POINT(76.869272 29.328131),False
PRJ-1127,PCL-10433,Suburban Commuter Rapid Transit Line 2,Urban Metro / Transit,Andhra Pradesh,Kurnool,16.97,53,High,0.83,1,Partially Disbursed,50,Possession Taken (Sec 38),Conditional Clearance,71,0.68,Initial Stage (<30%),Hostile / Legal Injunction,176,0.397,2026-05-05,2027-07-02,423,1,14.284339,81.948498,SRID=4326;POINT(81.948498 14.284339),True
PRJ-1192,PCL-10434,Karnataka Clean Energy Hub Sector 1,Renewable / Solar Park,Karnataka,Mysuru,76.61,75,Medium,0.67,0,Partially Disbursed,98,Notification Pending,Approved,30,0.67,Initial Stage (<30%),Moderate,125,0.488,2025-06-18,,145,1,14.99308,76.035655,SRID=4326;POINT(76.035655 14.99308),False
PRJ-1113,PCL-10435,Visakhapatnam Cargo Terminal Expansion 1,Airport Infrastructure,Andhra Pradesh,Visakhapatnam,22.2,49,Low,0.89,0,Fully Disbursed,0,Award Declared (Sec 23),Approved,76,0.79,Full Possession,High / Cooperative,137,0.521,2025-06-19,2025-06-19,0,0,17.987492,80.265192,SRID=4326;POINT(80.265192 17.987492),False
PRJ-1181,PCL-10436,Command Area Distribution Network 2,Irrigation / Water Canal,Odisha,Angul,53.07,48,Low,0.36,1,Pending Disbursal,344,Award Declared (Sec 23),Approved,15,0.2,Full Possession,Low / Resistant,355,0.694,2026-03-29,2027-09-07,527,1,20.148462,84.161086,SRID=4326;POINT(84.161086 20.148462),True
PRJ-1039,PCL-10437,Madhya Pradesh Clean Energy Hub Sector 5,Renewable / Solar Park,Madhya Pradesh,Indore,22.83,39,Medium,0.44,0,Pending Disbursal,140,Preliminary Notification (Sec 11),Approved,15,0.92,Full Possession,Low / Resistant,163,0.287,2026-01-30,,222,1,23.630009,75.577478,SRID=4326;POINT(75.577478 23.630009),False
PRJ-1169,PCL-10438,Salem Metro Rail Extension Corridor 3,Urban Metro / Transit,Tamil Nadu,Salem,29.8,113,High,0.85,0,Fully Disbursed,0,Notification Pending,Pending Environmental Clearance,177,0.6,Full Possession,Moderate,213,0.153,2023-08-20,2023-09-06,17,0,10.40008,79.360155,SRID=4326;POINT(79.360155 10.40008),False
PRJ-1178,PCL-10439,Andhra Pradesh Dedicated High-Speed Rail Segment 3,Railway & Freight Corridor,Andhra Pradesh,Guntur,27.32,26,Medium,0.77,0,Partially Disbursed,68,Possession Taken (Sec 38),Approved,56,0.73,Partial Possession (30-70%),Moderate,261,0.34,2023-09-10,2023-12-26,107,1,17.495764,80.028675,SRID=4326;POINT(80.028675 17.495764),False
PRJ-1120,PCL-10440,Kanchipuram Cargo Terminal Expansion 3,Airport Infrastructure,Tamil Nadu,Kanchipuram,112.74,411,High,0.45,0,Fully Disbursed,0,Declaration Published (Sec 19),Approved,15,0.39,Initial Stage (<30%),Low / Resistant,217,0.56,2024-02-03,2024-10-29,269,1,11.303806,79.486521,SRID=4326;POINT(79.486521 11.303806),False
PRJ-1225,PCL-10441,Sundargarh Greenfield International Airport Phase 3,Airport Infrastructure,Odisha,Sundargarh,23.64,70,Medium,0.68,0,Fully Disbursed,0,Award Declared (Sec 23),Approved,15,0.31,Substantial Possession (>70%),High / Cooperative,388,0.631,2024-10-04,2024-10-28,24,0,20.719927,85.557806,SRID=4326;POINT(85.557806 20.719927),False
PRJ-1154,PCL-10442,Command Area Distribution Network 2,Irrigation / Water Canal,Maharashtra,Pune,110.38,193,Very High,0.87,0,Fully Disbursed,0,Notification Pending,Pending Environmental Clearance,79,0.33,Substantial Possession (>70%),Moderate,225,0.51,2026-01-19,2026-10-28,282,1,18.995631,73.198735,SRID=4326;POINT(73.198735 18.995631),False
PRJ-1201,PCL-10443,Odisha Integrated Industrial Township 2,Industrial Corridor / SEZ,Odisha,Khurda,14.76,13,Low,0.78,0,Fully Disbursed,0,Declaration Published (Sec 19),Approved,15,0.57,Substantial Possession (>70%),Low / Resistant,259,0.353,2024-08-23,2025-04-05,225,1,19.715644,85.093371,SRID=4326;POINT(85.093371 19.715644),False
PRJ-1251,PCL-10444,Rajasthan Dedicated High-Speed Rail Segment 3,Railway & Freight Corridor,Rajasthan,Udaipur,42.72,88,Medium,0.91,0,Partially Disbursed,146,Preliminary Notification (Sec 11),Approved,42,0.91,Full Possession,High / Cooperative,307,0.332,2026-05-18,2026-06-29,42,0,24.168089,72.224093,SRID=4326;POINT(72.224093 24.168089),False
PRJ-1201,PCL-10445,Odisha Integrated Industrial Township 2,Industrial Corridor / SEZ,Odisha,Khurda,27.13,30,Medium,0.68,0,Pending Disbursal,156,Declaration Published (Sec 19),Approved,75,0.86,Partial Possession (30-70%),High / Cooperative,129,0.37,2024-08-23,2024-08-23,0,0,19.958292,84.349009,SRID=4326;POINT(84.349009 19.958292),False
PRJ-1082,PCL-10446,Kota Greenfield International Airport Phase 1,Airport Infrastructure,Rajasthan,Kota,34.24,98,Medium,0.74,0,Fully Disbursed,0,Declaration Published (Sec 19),Approved,20,0.9,Partial Possession (30-70%),Moderate,204,0.788,2024-03-28,2024-04-28,31,0,26.706322,76.59101,SRID=4326;POINT(76.59101 26.706322),False
PRJ-1127,PCL-10447,Suburban Commuter Rapid Transit Line 2,Urban Metro / Transit,Andhra Pradesh,Kurnool,15.42,59,Medium,0.61,0,Fully Disbursed,0,Possession Taken (Sec 38),Approved,15,0.62,Partial Possession (30-70%),Moderate,249,0.71,2026-05-05,2026-05-31,26,0,16.363769,82.510482,SRID=4326;POINT(82.510482 16.363769),False
PRJ-1090,PCL-10448,Haryana Dedicated High-Speed Rail Segment 5,Railway & Freight Corridor,Haryana,Gurugram,17.76,23,Medium,0.77,0,Partially Disbursed,54,Possession Taken (Sec 38),Under Scrutiny,165,0.42,Full Possession,High / Cooperative,283,0.761,2023-10-27,2023-12-19,53,0,29.046127,75.891198,SRID=4326;POINT(75.891198 29.046127),False
PRJ-1081,PCL-10449,Industrial Rail Siding Network 4,Railway & Freight Corridor,Karnataka,Bengaluru Rural,29.98,42,High,0.82,1,Partially Disbursed,156,Possession Taken (Sec 38),Resubmission Required,176,0.57,Initial Stage (<30%),Low / Resistant,434,0.801,2025-10-07,,462,1,13.891504,76.559866,SRID=4326;POINT(76.559866 13.891504),True
PRJ-1054,PCL-10450,Haryana Inter-River Linking Canal Sector 4,Irrigation / Water Canal,Haryana,Hisar,83.06,109,Low,0.8,1,Fully Disbursed,0,Possession Taken (Sec 38),Approved,30,0.37,Contested / Encroached,High / Cooperative,266,0.175,2027-04-14,2027-05-05,21,0,29.260548,77.03107,SRID=4326;POINT(77.03107 29.260548),True
PRJ-1006,PCL-10451,Bhopal Multi-Modal Logistics Park 5,Industrial Corridor / SEZ,Madhya Pradesh,Bhopal,15.65,15,Medium,0.67,0,Fully Disbursed,0,Declaration Published (Sec 19),Conditional Clearance,133,0.44,Substantial Possession (>70%),High / Cooperative,129,0.372,2026-09-27,2026-10-18,21,0,23.152665,79.588237,SRID=4326;POINT(79.588237 23.152665),False
PRJ-1083,PCL-10452,Tamil Nadu Clean Energy Hub Sector 5,Renewable / Solar Park,Tamil Nadu,Madurai,35.88,26,Low,0.17,1,Partially Disbursed,32,Award Declared (Sec 23),Approved,15,0.84,Partial Possession (30-70%),Low / Resistant,139,0.65,2026-02-06,,312,1,10.130003,77.106005,SRID=4326;POINT(77.106005 10.130003),True
PRJ-1111,PCL-10453,Kalaburagi Multi-Modal Logistics Park 4,Industrial Corridor / SEZ,Karnataka,Kalaburagi,49.87,69,Medium,0.66,0,Fully Disbursed,0,Award Declared (Sec 23),Approved,24,0.08,Substantial Possession (>70%),Moderate,145,0.313,2026-12-07,2027-04-28,142,1,14.716085,74.702819,SRID=4326;POINT(74.702819 14.716085),False
PRJ-1104,PCL-10454,Haryana Inter-River Linking Canal Sector 1,Irrigation / Water Canal,Haryana,Karnal,91.02,90,Low,0.45,0,Fully Disbursed,0,Declaration Published (Sec 19),Under Scrutiny,20,0.83,Full Possession,High / Cooperative,207,0.598,2025-06-25,,37,0,30.279169,76.261825,SRID=4326;POINT(76.261825 30.279169),False
PRJ-1086,PCL-10455,Suburban Commuter Rapid Transit Line 1,Urban Metro / Transit,Haryana,Hisar,57.16,174,Very High,0.82,0,Partially Disbursed,168,Possession Taken (Sec 38),Pending Environmental Clearance,153,0.02,Full Possession,Moderate,176,0.324,2024-10-11,2025-08-15,308,1,29.787628,75.633624,SRID=4326;POINT(75.633624 29.787628),False
PRJ-1089,PCL-10456,NH-34 Four-Laning Bypass Section 4,Highway / Expressway,Andhra Pradesh,Krishna,9.51,2,Low,0.83,0,Fully Disbursed,0,Notification Pending,Approved,104,0.09,Full Possession,High / Cooperative,115,0.459,2022-09-29,2023-02-06,130,1,14.115976,81.254565,SRID=4326;POINT(81.254565 14.115976),False
PRJ-1155,PCL-10457,Andhra Pradesh Inter-River Linking Canal Sector 5,Irrigation / Water Canal,Andhra Pradesh,Guntur,69.19,132,Medium,0.36,0,Partially Disbursed,94,Preliminary Notification (Sec 11),Under Scrutiny,181,0.83,Contested / Encroached,Low / Resistant,228,0.701,2022-06-15,2023-04-15,304,1,17.427199,80.497923,SRID=4326;POINT(80.497923 17.427199),False
PRJ-1069,PCL-10458,DMIC Special Investment Region Node 3,Industrial Corridor / SEZ,Andhra Pradesh,Krishna,96.63,170,Medium,0.43,1,Pending Disbursal,319,Possession Taken (Sec 38),Under Scrutiny,184,0.58,Contested / Encroached,Hostile / Legal Injunction,61,0.53,2024-09-29,2026-02-21,510,1,15.511005,81.163232,SRID=4326;POINT(81.163232 15.511005),True
PRJ-1007,PCL-10459,Ahmedabad Lift Irrigation Main Canal Reach 3,Irrigation / Water Canal,Gujarat,Ahmedabad,19.72,26,Low,0.76,0,Partially Disbursed,45,Declaration Published (Sec 19),Approved,57,0.17,Full Possession,Moderate,276,0.736,2023-11-24,2024-06-17,206,1,21.724557,71.761934,SRID=4326;POINT(71.761934 21.724557),False
PRJ-1105,PCL-10460,Rajasthan Green Express Corridor Phase 5,Highway / Expressway,Rajasthan,Kota,9.81,2,Very High,0.83,0,Fully Disbursed,0,Award Declared (Sec 23),Under Scrutiny,145,0.73,Partial Possession (30-70%),Moderate,276,0.108,2023-06-01,2023-08-31,91,1,26.874971,72.454577,SRID=4326;POINT(72.454577 26.874971),False
PRJ-1213,PCL-10461,Uttar Pradesh Green Express Corridor Phase 3,Highway / Expressway,Uttar Pradesh,Agra,9.92,10,High,0.73,1,Pending Disbursal,217,Declaration Published (Sec 19),Under Scrutiny,155,0.42,Partial Possession (30-70%),Moderate,137,0.729,2026-11-07,2028-01-06,425,1,27.253358,79.607658,SRID=4326;POINT(79.607658 27.253358),True
PRJ-1004,PCL-10462,Maharashtra Inter-River Linking Canal Sector 3,Irrigation / Water Canal,Maharashtra,Nagpur,51.47,97,Low,0.56,0,Fully Disbursed,0,Declaration Published (Sec 19),Under Scrutiny,150,0.41,Partial Possession (30-70%),Hostile / Legal Injunction,276,0.837,2024-04-03,2025-05-16,408,1,18.237389,76.196511,SRID=4326;POINT(76.196511 18.237389),False
PRJ-1121,PCL-10463,Haryana Inter-River Linking Canal Sector 3,Irrigation / Water Canal,Haryana,Panipat,30.21,52,Low,0.9,0,Partially Disbursed,107,Award Declared (Sec 23),Under Scrutiny,149,0.91,Initial Stage (<30%),High / Cooperative,238,0.203,2025-08-19,2025-09-14,26,0,29.267819,76.359856,SRID=4326;POINT(76.359856 29.267819),False
PRJ-1247,PCL-10464,Jodhpur Cargo Terminal Expansion 3,Airport Infrastructure,Rajasthan,Jodhpur,44.75,111,Low,0.31,0,Partially Disbursed,69,Possession Taken (Sec 38),Approved,40,0.83,Substantial Possession (>70%),Moderate,260,0.291,2023-10-01,2023-11-02,32,0,24.40207,76.788076,SRID=4326;POINT(76.788076 24.40207),False
PRJ-1154,PCL-10465,Command Area Distribution Network 2,Irrigation / Water Canal,Maharashtra,Pune,51.78,84,Low,0.84,0,Fully Disbursed,0,Notification Pending,Under Scrutiny,183,0.34,Full Possession,High / Cooperative,236,0.301,2026-01-19,,27,0,19.776032,74.027912,SRID=4326;POINT(74.027912 19.776032),False
PRJ-1098,PCL-10466,Jaipur Metro Rail Extension Corridor 4,Urban Metro / Transit,Rajasthan,Jaipur,276.71,990,High,0.51,1,Pending Disbursal,281,Possession Taken (Sec 38),Under Scrutiny,85,0.44,Initial Stage (<30%),Moderate,247,0.346,2024-08-24,2025-10-26,428,1,24.068394,76.133765,SRID=4326;POINT(76.133765 24.068394),True
PRJ-1210,PCL-10467,Aviation Logistics Runway Package 3,Airport Infrastructure,Rajasthan,Jaipur,42.52,60,High,0.63,0,Pending Disbursal,268,Notification Pending,Conditional Clearance,234,0.49,Initial Stage (<30%),Moderate,235,0.125,2023-07-12,2024-03-08,240,1,27.943998,76.905588,SRID=4326;POINT(76.905588 27.943998),False
PRJ-1030,PCL-10468,Rajasthan Integrated Industrial Township 5,Industrial Corridor / SEZ,Rajasthan,Udaipur,47.39,79,Low,0.5,0,Partially Disbursed,37,Declaration Published (Sec 19),Approved,15,0.65,Substantial Possession (>70%),High / Cooperative,359,0.204,2023-11-18,2023-11-20,2,0,26.913988,76.516461,SRID=4326;POINT(76.516461 26.913988),False
PRJ-1131,PCL-10469,Bharuch Cargo Terminal Expansion 3,Airport Infrastructure,Gujarat,Bharuch,22.76,66,Low,0.66,1,Disputed in Escrow,376,Possession Taken (Sec 38),Conditional Clearance,160,0.73,Contested / Encroached,High / Cooperative,156,0.39,2022-04-09,2022-12-11,246,1,21.767503,71.594704,SRID=4326;POINT(71.594704 21.767503),True
PRJ-1097,PCL-10470,NH-71 Four-Laning Bypass Section 3,Highway / Expressway,Tamil Nadu,Tiruchirappalli,34.54,29,Medium,0.65,0,Pending Disbursal,247,Possession Taken (Sec 38),Conditional Clearance,173,0.19,Contested / Encroached,Moderate,78,0.241,2026-02-04,,15,0,12.528421,77.564053,SRID=4326;POINT(77.564053 12.528421),False
PRJ-1177,PCL-10471,Command Area Distribution Network 5,Irrigation / Water Canal,Andhra Pradesh,Krishna,23.57,16,Medium,0.48,1,Partially Disbursed,155,Preliminary Notification (Sec 11),Approved,90,0.75,Contested / Encroached,Moderate,126,0.248,2025-09-30,2026-08-11,315,1,17.632603,79.368205,SRID=4326;POINT(79.368205 17.632603),True
PRJ-1148,PCL-10472,NH-67 Four-Laning Bypass Section 1,Highway / Expressway,Gujarat,Ahmedabad,30.57,35,Medium,0.9,0,Pending Disbursal,320,Notification Pending,Conditional Clearance,247,0.27,Substantial Possession (>70%),High / Cooperative,276,0.383,2025-04-24,,281,1,23.175822,69.800791,SRID=4326;POINT(69.800791 23.175822),False
PRJ-1099,PCL-10473,Bharatmala Economic Highway Ring 3,Highway / Expressway,Haryana,Hisar,33.25,48,Medium,0.89,0,Fully Disbursed,0,Award Declared (Sec 23),Approved,15,0.36,Full Possession,Moderate,228,0.624,2023-08-29,2024-01-06,130,1,29.25,76.5,SRID=4326;POINT(76.5 29.25),False
PRJ-1016,PCL-10474,Western Freight Corridor Spur Line 1,Railway & Freight Corridor,Tamil Nadu,Tiruchirappalli,92.14,137,Low,0.71,0,Fully Disbursed,0,Notification Pending,Conditional Clearance,175,0.5,Full Possession,High / Cooperative,147,0.395,2025-06-05,2025-10-22,139,1,11.541198,78.531481,SRID=4326;POINT(78.531481 11.541198),False
PRJ-1193,PCL-10475,Prayagraj Lift Irrigation Main Canal Reach 5,Irrigation / Water Canal,Uttar Pradesh,Prayagraj,23.38,36,High,0.7,1,Pending Disbursal,279,Award Declared (Sec 23),Resubmission Required,196,0.43,Contested / Encroached,Low / Resistant,288,0.529,2024-02-19,2025-03-22,397,1,27.100149,83.379243,SRID=4326;POINT(83.379243 27.100149),True
PRJ-1205,PCL-10476,Rajasthan Dedicated High-Speed Rail Segment 2,Railway & Freight Corridor,Rajasthan,Jaipur,33.6,47,Low,0.52,0,Partially Disbursed,65,Preliminary Notification (Sec 11),Under Scrutiny,150,0.42,Initial Stage (<30%),High / Cooperative,348,0.423,2024-08-20,2024-12-30,132,1,25.715117,71.387725,SRID=4326;POINT(71.387725 25.715117),False
PRJ-1128,PCL-10477,Gujarat Green Express Corridor Phase 2,Highway / Expressway,Gujarat,Rajkot,9.07,18,Medium,0.6,1,Disputed in Escrow,596,Award Declared (Sec 23),Approved,50,0.61,Partial Possession (30-70%),High / Cooperative,172,0.339,2025-04-05,2026-01-10,280,1,22.118447,71.770747,SRID=4326;POINT(71.770747 22.118447),True
PRJ-1167,PCL-10478,Aviation Logistics Runway Package 4,Airport Infrastructure,Gujarat,Surat,43.66,120,Medium,0.42,1,Disputed in Escrow,423,Preliminary Notification (Sec 11),Conditional Clearance,131,0.83,Partial Possession (30-70%),Low / Resistant,258,0.584,2027-09-08,,431,1,23.015995,70.077658,SRID=4326;POINT(70.077658 23.015995),True
PRJ-1259,PCL-10479,Visakhapatnam Metro Rail Extension Corridor 1,Urban Metro / Transit,Andhra Pradesh,Visakhapatnam,10.0,22,High,0.56,0,Partially Disbursed,144,Preliminary Notification (Sec 11),Under Scrutiny,158,0.4,Substantial Possession (>70%),Hostile / Legal Injunction,97,0.234,2024-03-19,2025-06-05,443,1,14.189681,80.489833,SRID=4326;POINT(80.489833 14.189681),False
PRJ-1088,PCL-10480,Prayagraj Cargo Terminal Expansion 1,Airport Infrastructure,Uttar Pradesh,Prayagraj,82.86,131,Medium,0.65,0,Pending Disbursal,286,Award Declared (Sec 23),Approved,109,0.56,Partial Possession (30-70%),Moderate,281,0.545,2025-11-09,2026-05-23,195,1,27.611059,81.612624,SRID=4326;POINT(81.612624 27.611059),False
PRJ-1064,PCL-10481,Jabalpur Multi-Modal Logistics Park 2,Industrial Corridor / SEZ,Madhya Pradesh,Jabalpur,40.35,51,Medium,0.49,0,Fully Disbursed,0,Notification Pending,Conditional Clearance,155,0.93,Substantial Possession (>70%),Moderate,182,0.692,2025-11-12,2026-04-26,165,1,24.978096,80.955512,SRID=4326;POINT(80.955512 24.978096),False
PRJ-1196,PCL-10482,Aviation Logistics Runway Package 2,Airport Infrastructure,Madhya Pradesh,Gwalior,19.12,83,Medium,0.64,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Approved,61,0.3,Partial Possession (30-70%),High / Cooperative,120,0.396,2026-03-24,2026-04-24,31,0,24.927246,80.074524,SRID=4326;POINT(80.074524 24.927246),False
PRJ-1060,PCL-10483,Suburban Commuter Rapid Transit Line 4,Urban Metro / Transit,Madhya Pradesh,Ujjain,13.51,42,Medium,0.84,0,Partially Disbursed,78,Possession Taken (Sec 38),Resubmission Required,186,0.93,Full Possession,Moderate,345,0.469,2026-02-24,2026-05-26,91,1,24.570492,75.865472,SRID=4326;POINT(75.865472 24.570492),False
PRJ-1065,PCL-10484,Karnal Multi-Modal Logistics Park 3,Industrial Corridor / SEZ,Haryana,Karnal,55.18,66,Medium,0.87,0,Fully Disbursed,0,Award Declared (Sec 23),Conditional Clearance,194,0.51,Substantial Possession (>70%),Moderate,66,0.783,2027-01-28,2027-07-07,160,1,29.297403,76.693074,SRID=4326;POINT(76.693074 29.297403),False
PRJ-1075,PCL-10485,Wind-Solar Hybrid Energy Grid 4,Renewable / Solar Park,Haryana,Gurugram,25.85,46,Low,0.69,0,Partially Disbursed,100,Notification Pending,Under Scrutiny,140,0.55,Partial Possession (30-70%),High / Cooperative,76,0.45,2023-09-05,2023-10-04,29,0,29.842944,77.163342,SRID=4326;POINT(77.163342 29.842944),False
PRJ-1193,PCL-10486,Prayagraj Lift Irrigation Main Canal Reach 5,Irrigation / Water Canal,Uttar Pradesh,Prayagraj,27.35,35,Medium,0.4,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Pending Environmental Clearance,146,0.39,Partial Possession (30-70%),Hostile / Legal Injunction,120,0.339,2024-02-19,2025-01-17,333,1,25.249963,82.425135,SRID=4326;POINT(82.425135 25.249963),False
PRJ-1201,PCL-10487,Odisha Integrated Industrial Township 2,Industrial Corridor / SEZ,Odisha,Khurda,19.59,46,Low,0.62,0,Fully Disbursed,0,Possession Taken (Sec 38),Resubmission Required,131,0.69,Partial Possession (30-70%),High / Cooperative,178,0.729,2024-08-23,2024-12-18,117,1,20.327665,86.250533,SRID=4326;POINT(86.250533 20.327665),False
PRJ-1145,PCL-10488,Urban Flyover & Transit Hub 4,Urban Metro / Transit,Tamil Nadu,Tiruchirappalli,56.01,205,High,0.42,1,Disputed in Escrow,623,Preliminary Notification (Sec 11),Conditional Clearance,197,0.5,Contested / Encroached,High / Cooperative,135,0.443,2024-06-07,2025-07-08,396,1,10.510038,79.911498,SRID=4326;POINT(79.911498 10.510038),True
PRJ-1084,PCL-10489,Andhra Pradesh Inter-River Linking Canal Sector 3,Irrigation / Water Canal,Andhra Pradesh,Guntur,6.1,4,High,0.76,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Approved,92,0.69,Initial Stage (<30%),Moderate,244,0.252,2024-10-17,2025-01-16,91,1,16.589493,80.21523,SRID=4326;POINT(80.21523 16.589493),False
PRJ-1076,PCL-10490,Nashik Cargo Terminal Expansion 1,Airport Infrastructure,Maharashtra,Nashik,32.34,113,Low,0.73,0,Partially Disbursed,43,Preliminary Notification (Sec 11),Resubmission Required,169,0.5,Partial Possession (30-70%),High / Cooperative,105,0.439,2026-03-11,2026-04-29,49,0,19.142012,79.339283,SRID=4326;POINT(79.339283 19.142012),False
PRJ-1207,PCL-10491,DMIC Special Investment Region Node 3,Industrial Corridor / SEZ,Madhya Pradesh,Gwalior,120.8,139,Low,0.73,0,Partially Disbursed,52,Possession Taken (Sec 38),Pending Environmental Clearance,210,0.47,Partial Possession (30-70%),Moderate,271,0.257,2022-08-02,2022-11-29,119,1,23.128004,75.810336,SRID=4326;POINT(75.810336 23.128004),False
PRJ-1228,PCL-10492,Udaipur Metro Rail Extension Corridor 1,Urban Metro / Transit,Rajasthan,Udaipur,71.89,130,Medium,0.9,0,Fully Disbursed,0,Notification Pending,Resubmission Required,181,0.84,Substantial Possession (>70%),Moderate,328,0.322,2024-06-01,2024-06-08,7,0,25.666221,71.758002,SRID=4326;POINT(71.758002 25.666221),False
PRJ-1049,PCL-10493,Odisha Inter-River Linking Canal Sector 4,Irrigation / Water Canal,Odisha,Angul,40.43,43,Medium,0.61,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Conditional Clearance,98,0.9,Initial Stage (<30%),High / Cooperative,178,0.377,2023-01-29,2023-03-18,48,0,21.615294,84.538961,SRID=4326;POINT(84.538961 21.615294),False
PRJ-1208,PCL-10494,Rajasthan Integrated Industrial Township 1,Industrial Corridor / SEZ,Rajasthan,Alwar,51.48,74,Medium,0.58,0,Partially Disbursed,179,Notification Pending,Conditional Clearance,88,0.82,Partial Possession (30-70%),Moderate,151,0.571,2025-07-21,2026-02-03,197,1,27.626619,71.166504,SRID=4326;POINT(71.166504 27.626619),False
PRJ-1061,PCL-10495,Kota Ultra Mega Solar Park Unit 3,Renewable / Solar Park,Rajasthan,Kota,16.73,6,Medium,0.51,0,Fully Disbursed,0,Declaration Published (Sec 19),Under Scrutiny,120,0.62,Full Possession,Moderate,280,0.548,2026-08-16,2027-02-20,188,1,24.844922,74.584705,SRID=4326;POINT(74.584705 24.844922),False
PRJ-1044,PCL-10496,Urban Flyover & Transit Hub 2,Urban Metro / Transit,Madhya Pradesh,Jabalpur,44.82,104,Medium,0.88,0,Fully Disbursed,0,Award Declared (Sec 23),Approved,76,0.46,Initial Stage (<30%),High / Cooperative,221,0.589,2023-04-08,2023-04-08,0,0,26.361685,78.289349,SRID=4326;POINT(78.289349 26.361685),False
PRJ-1151,PCL-10497,Wind-Solar Hybrid Energy Grid 3,Renewable / Solar Park,Karnataka,Bengaluru Rural,46.77,61,Medium,0.51,0,Fully Disbursed,0,Notification Pending,Under Scrutiny,161,0.76,Partial Possession (30-70%),Moderate,179,0.418,2025-12-20,,43,0,15.779872,75.973745,SRID=4326;POINT(75.973745 15.779872),False
PRJ-1019,PCL-10498,Karnataka Green Express Corridor Phase 4,Highway / Expressway,Karnataka,Kalaburagi,26.62,44,Very High,0.53,1,Pending Disbursal,155,Notification Pending,Approved,54,0.69,Initial Stage (<30%),Low / Resistant,96,0.543,2024-07-20,2025-08-07,383,1,13.471561,75.50907,SRID=4326;POINT(75.50907 13.471561),True
PRJ-1084,PCL-10499,Andhra Pradesh Inter-River Linking Canal Sector 3,Irrigation / Water Canal,Andhra Pradesh,Guntur,119.54,124,Medium,0.66,0,Fully Disbursed,0,Award Declared (Sec 23),Resubmission Required,173,0.77,Partial Possession (30-70%),Moderate,55,0.629,2024-10-17,2025-03-22,156,1,15.810261,78.457945,SRID=4326;POINT(78.457945 15.810261),False
PRJ-1084,PCL-10500,Andhra Pradesh Inter-River Linking Canal Sector 3,Irrigation / Water Canal,Andhra Pradesh,Guntur,48.35,87,Medium,0.75,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Under Scrutiny,144,0.76,Partial Possession (30-70%),High / Cooperative,226,0.16,2024-10-17,2025-01-16,91,1,15.89662,78.802108,SRID=4326;POINT(78.802108 15.89662),False
PRJ-1046,PCL-10501,Maharashtra Dedicated High-Speed Rail Segment 4,Railway & Freight Corridor,Maharashtra,Nashik,27.07,21,High,0.92,1,Pending Disbursal,203,Possession Taken (Sec 38),Resubmission Required,200,0.56,Contested / Encroached,Moderate,152,0.288,2024-05-01,2025-02-14,289,1,19.102177,75.184511,SRID=4326;POINT(75.184511 19.102177),True
PRJ-1157,PCL-10502,Industrial Rail Siding Network 1,Railway & Freight Corridor,Odisha,Angul,38.0,30,Low,0.83,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Pending Environmental Clearance,37,0.56,Full Possession,Moderate,187,0.224,2027-01-04,2027-02-01,28,0,21.08095,86.228355,SRID=4326;POINT(86.228355 21.08095),False
